?pdgmlabel	?prop1	?val1
"geez-VCCYBA2Past"	"pos"	"verb"
"geez-VCCYBA2Past"	"rootClass"	"CCY"
"geez-VCCYBA2Past"	"stemClass"	"A2"
"geez-VCCYBA2Past"	"tam"	"past"
"geez-VCCCTImprtv"	"dervStem"	"T"
"geez-VCCCTImprtv"	"gender"	"f"
"geez-VCCCTImprtv"	"gender"	"m"
"geez-VCCCTImprtv"	"ns#type"	"Term"
"geez-VCCCTImprtv"	"number"	"pl"
"geez-VCCCTImprtv"	"number"	"sg"
"geez-VCCCTImprtv"	"person"	"p2"
"geez-VCCCTImprtv"	"pos"	"verb"
"geez-VCCCTImprtv"	"rootClass"	"CCC"
"geez-VCCCTImprtv"	"tam"	"imperative"
"geez-VCCCSJuss"	"dervStem"	"S"
"geez-VCCCSJuss"	"gender"	"f"
"geez-VCCCSJuss"	"gender"	"m"
"geez-VCCCSJuss"	"gender"	"⊤"
"geez-VCCCSJuss"	"ns#type"	"Term"
"geez-VCCCSJuss"	"number"	"pl"
"geez-VCCCSJuss"	"number"	"sg"
"geez-VCCCSJuss"	"person"	"p1"
"geez-VCCCSJuss"	"person"	"p2"
"geez-VCCCSJuss"	"person"	"p3"
"geez-VCCCSJuss"	"pos"	"verb"
"geez-VCCCSJuss"	"rootClass"	"CCC"
"geez-VCCCSJuss"	"tam"	"jussive"
"geez-VCYCBAPast"	"dervStem"	"B"
"geez-VCYCBAPast"	"gender"	"f"
"geez-VCYCBAPast"	"gender"	"m"
"geez-VCYCBAPast"	"gender"	"⊤"
"geez-VCYCBAPast"	"ns#type"	"Term"
"geez-VCYCBAPast"	"number"	"pl"
"geez-VCYCBAPast"	"number"	"sg"
"geez-VCYCBAPast"	"person"	"p1"
"geez-VCYCBAPast"	"person"	"p2"
"geez-VCYCBAPast"	"person"	"p3"
"geez-VCYCBAPast"	"pos"	"verb"
"geez-VCYCBAPast"	"rootClass"	"CYC"
"geez-VCYCBAPast"	"stemClass"	"A"
"geez-VCYCBAPast"	"tam"	"past"
"geez-VCCCBA2Past"	"dervStem"	"B"
"geez-VCCCBA2Past"	"gender"	"f"
"geez-VCCCBA2Past"	"gender"	"m"
"geez-VCCCBA2Past"	"gender"	"⊤"
"geez-VCCCBA2Past"	"ns#type"	"Term"
"geez-VCCCBA2Past"	"number"	"pl"
"geez-VCCCBA2Past"	"number"	"sg"
"geez-VCCCBA2Past"	"person"	"p1"
"geez-VCCCBA2Past"	"person"	"p2"
"geez-VCCCBA2Past"	"person"	"p3"
"geez-VCCCBA2Past"	"pos"	"verb"
"geez-VCCCBA2Past"	"rootClass"	"CCC"
"geez-VCCCBA2Past"	"stemClass"	"A2"
"geez-VCCCBA2Past"	"tam"	"past"
"geez-VCCCTPres"	"dervStem"	"T"
"geez-VCCCTPres"	"gender"	"f"
"geez-VCCCTPres"	"gender"	"m"
"geez-VCCCTPres"	"gender"	"⊤"
"geez-VCCCTPres"	"ns#type"	"Term"
"geez-VCCCTPres"	"number"	"pl"
"geez-VCCCTPres"	"number"	"sg"
"geez-VCCCTPres"	"person"	"p1"
"geez-VCCCTPres"	"person"	"p2"
"geez-VCCCTPres"	"person"	"p3"
"geez-VCCCTPres"	"pos"	"verb"
"geez-VCCCTPres"	"rootClass"	"CCC"
"geez-VCCCTPres"	"tam"	"present"
"geez-VCCWBA1Juss"	"dervStem"	"B"
"geez-VCCWBA1Juss"	"gender"	"f"
"geez-VCCWBA1Juss"	"gender"	"m"
"geez-VCCWBA1Juss"	"gender"	"⊤"
"geez-VCCWBA1Juss"	"ns#type"	"Term"
"geez-VCCWBA1Juss"	"number"	"pl"
"geez-VCCWBA1Juss"	"number"	"sg"
"geez-VCCWBA1Juss"	"person"	"p1"
"geez-VCCWBA1Juss"	"person"	"p2"
"geez-VCCWBA1Juss"	"person"	"p3"
"geez-VCCWBA1Juss"	"pos"	"verb"
"geez-VCCWBA1Juss"	"rootClass"	"CCW"
"geez-VCCWBA1Juss"	"stemClass"	"A1"
"geez-VCCWBA1Juss"	"tam"	"jussive"
"geez-VCWCBAPres"	"dervStem"	"B"
"geez-VCWCBAPres"	"gender"	"f"
"geez-VCWCBAPres"	"gender"	"m"
"geez-VCWCBAPres"	"gender"	"⊤"
"geez-VCWCBAPres"	"ns#type"	"Term"
"geez-VCWCBAPres"	"number"	"pl"
"geez-VCWCBAPres"	"number"	"sg"
"geez-VCWCBAPres"	"person"	"p1"
"geez-VCWCBAPres"	"person"	"p2"
"geez-VCWCBAPres"	"person"	"p3"
"geez-VCWCBAPres"	"pos"	"verb"
"geez-VCWCBAPres"	"rootClass"	"CWC"
"geez-VCWCBAPres"	"stemClass"	"A"
"geez-VCWCBAPres"	"tam"	"present"
"geez-VCCYBA1Imprtv"	"dervStem"	"B"
"geez-VCCYBA1Imprtv"	"gender"	"f"
"geez-VCCYBA1Imprtv"	"gender"	"m"
"geez-VCCYBA1Imprtv"	"ns#type"	"Term"
"geez-VCCYBA1Imprtv"	"number"	"pl"
"geez-VCCYBA1Imprtv"	"number"	"sg"
"geez-VCCYBA1Imprtv"	"person"	"p2"
"geez-VCCYBA1Imprtv"	"pos"	"verb"
"geez-VCCYBA1Imprtv"	"rootClass"	"CCY"
"geez-VCCYBA1Imprtv"	"stemClass"	"A1"
"geez-VCCYBA1Imprtv"	"tam"	"imperative"
"geez-VCCYBA2Imprtv"	"dervStem"	"B"
"geez-VCCYBA2Imprtv"	"gender"	"f"
"geez-VCCYBA2Imprtv"	"gender"	"m"
"geez-VCCYBA2Imprtv"	"ns#type"	"Term"
"geez-VCCYBA2Imprtv"	"number"	"pl"
"geez-VCCYBA2Imprtv"	"number"	"sg"
"geez-VCCYBA2Imprtv"	"person"	"p2"
"geez-VCCYBA2Imprtv"	"pos"	"verb"
"geez-VCCYBA2Imprtv"	"rootClass"	"CCY"
"geez-VCCYBA2Imprtv"	"stemClass"	"A2"
"geez-VCCYBA2Imprtv"	"tam"	"imperative"
