?lang	?langVar	?property	?value
"saho"		"tam"	"jussiveLi"
"saho"		"tam"	"jussiveMa"
"saho"		"tam"	"maStemInniCopula"
"saho"		"tam"	"past"
"saho"		"tam"	"perfect"
"saho"		"tam"	"perfectH"
"saho"		"tam"	"perfectInniImperfect"
"saho"		"tam"	"perfectInniPerfect"
"saho"		"tam"	"perfectM"
"saho"		"tenseName"	"conjunctive"
"saho"		"tenseName"	"future1"
"saho"		"tenseName"	"future2"
"saho"		"tenseName"	"future3"
"saho"		"tenseName"	"imperfectNegative"
"saho"		"tenseName"	"imperfectSubordinate"
"saho"		"tenseName"	"jussiveNegative"
"saho"		"tenseName"	"perfectNegative"
"saho"		"tenseName"	"perfectSubordinate"
"saho"		"tenseName"	"perfective"
"saho"		"tenseName"	"pluperfect"
"saho"		"verbMorphClass"	"tenseFormation"
"shinassha"		"case"	"ablative"
"shinassha"		"case"	"benefactive"
"shinassha"		"case"	"comitative"
"shinassha"		"case"	"dative"
"shinassha"		"case"	"directive"
"shinassha"		"case"	"locative"
"shinassha"		"complement"	"compound"
"shinassha"		"complement"	"simple"
"shinassha"		"conjClass"	"conj1"
"shinassha"		"conjClass"	"conj2"
"shinassha"		"conjClass"	"conj3"
"shinassha"		"conjClass"	"conj4"
"shinassha"		"conjClass"	"conj5"
"shinassha"		"dervStem"	"benefactive"
"shinassha"		"dervStem"	"causative"
"shinassha"		"dervStem"	"completative"
"shinassha"		"dervStem"	"iterative"
"shinassha"		"gender"	"f"
"shinassha"		"gender"	"m"
"shinassha"		"gender"	"⊤"
"shinassha"		"lang"	"shinassha"
"shinassha"		"mood"	"command"
"shinassha"		"mood"	"conditional"
"shinassha"		"mood"	"conjClass"
"shinassha"		"mood"	"desiderative"
"shinassha"		"mood"	"gerund"
"shinassha"		"mood"	"indicative"
"shinassha"		"mood"	"infinitive"
"shinassha"		"mood"	"infinitiveInflect"
"shinassha"		"mood"	"irrealis"
"shinassha"		"mood"	"jussive"
"shinassha"		"mood"	"potential"
"shinassha"		"mood"	"relative"
"shinassha"		"mood"	"stem"
"shinassha"		"mood"	"subjunctivepdgmLex"
"shinassha"		"ns#type"	"Term"
"shinassha"		"ns#type"	"lexid"
"shinassha"		"number"	"pl"
"shinassha"		"number"	"sg"
"shinassha"		"number"	"⊤"
"shinassha"		"pdgmLexLabel"	"fiiniy"
"shinassha"		"person"	"p1"
"shinassha"		"person"	"p2"
"shinassha"		"person"	"p3"
"shinassha"		"person"	"⊤"
"shinassha"		"polarity"	"affirmative"
"shinassha"		"polarity"	"negative"
"shinassha"		"pos"	"pronoun"
"shinassha"		"pos"	"verb"
"shinassha"		"proClass"	"indepCase"
"shinassha"		"proClass"	"independent"
"shinassha"		"proClass"	"possAdj"
"shinassha"		"proClass"	"possNoun"
"shinassha"		"proClass"	"subject"
"shinassha"		"tam"	"U"
"shinassha"		"tam"	"aorist"
"shinassha"		"tam"	"aoristHabitual"
"shinassha"		"tam"	"aoristIngressive"
"shinassha"		"tam"	"aoristProgressive"
"shinassha"		"tam"	"aoristPunctual"
"shinassha"		"tam"	"conditional"
"shinassha"		"tam"	"conjClass"
"shinassha"		"tam"	"future"
"shinassha"		"tam"	"futurePerfect"
"shinassha"		"tam"	"futureProgressive"
"shinassha"		"tam"	"futurePunctual"
"shinassha"		"tam"	"habitual"
"shinassha"		"tam"	"imperative"
"shinassha"		"tam"	"imperfectFuture"
"shinassha"		"tam"	"imperfectPresent"
"shinassha"		"tam"	"imperfectPreterite"
"shinassha"		"tam"	"jussive"
"shinassha"		"tam"	"perfectFuture"
"shinassha"		"tam"	"perfectPresent"
"shinassha"		"tam"	"perfectPreterite"
"shinassha"		"tam"	"pluperfect"
"shinassha"		"tam"	"present"
"shinassha"		"tam"	"presentIngressive"
"shinassha"		"tam"	"presentIngressiveA"
"shinassha"		"tam"	"presentIngressiveB"
"shinassha"		"tam"	"preterite"
"shinassha"		"tam"	"preteriteDubitative"
"shinassha"		"tam"	"preteriteEgressive"
"shinassha"		"tam"	"preteriteIngressive"
"shinassha"		"tam"	"preteritePerfect"
"shinassha"		"tam"	"preteritePerfectB"
"shinassha"		"tam"	"progressive"
"shinassha"		"tam"	"⊤"
"shinassha"		"vClass"	"aux"
"shinassha"		"verbMorphClass"	"copula"
"shinassha"		"verbMorphClass"	"dervStem"
"shinassha"		"verbMorphClass"	"existence"
"shinassha"		"verbMorphClass"	"inflClass"
"shinassha"		"verbMorphClass"	"interrSubjMarker"
"shinassha"		"verbMorphClass"	"interrogative"
"shinassha"		"verbMorphClass"	"monorad"
"shinassha"		"verbMorphClass"	"subjSuff"
"shinassha"		"verbMorphClass"	"subjSuffInterr"
"sidaama"		"aspect"	"imperfective"
"sidaama"		"aspect"	"presentPerfect"
"sidaama"		"aspect"	"simplePerfect"
"sidaama"		"case"	"accusative"
"sidaama"		"case"	"genitive"
"sidaama"		"case"	"nom-gen"
"sidaama"		"case"	"nominative"
"sidaama"		"case"	"⊤"
"sidaama"		"caus1_2"	"case-ii"
"sidaama"		"caus1_2"	"case-iv"
"sidaama"		"caus1_2"	"case-vii"
"sidaama"		"caus1_2"	"⊤"
"sidaama"		"clauseType"	"imperativeNegative"
"sidaama"		"clauseType"	"mainGeneral"
"sidaama"		"clauseType"	"optative"
"sidaama"		"clauseType"	"subordinate"
"sidaama"		"configuration"	"connective"
"sidaama"		"configuration"	"infinitiveConj"
"sidaama"		"configuration"	"infinitiveConn"
"sidaama"		"configuration"	"subjMarkerRed"
"sidaama"		"deixis"	"here"
"sidaama"		"deixis"	"overThere"
"sidaama"		"deixis"	"thatArea"
"sidaama"		"deixis"	"there"
"sidaama"		"deixis"	"thisArea"
"sidaama"		"dervStem"	"causative1"
"sidaama"		"dervStem"	"causative1Causative2"
"sidaama"		"dervStem"	"causative2"
"sidaama"		"dervStem"	"denominalDeadjectival"
"sidaama"		"dervStem"	"middleClass"
"sidaama"		"dervStem"	"passive"
"sidaama"		"dervStem"	"passiveReciprocalClass"
"sidaama"		"dervStem"	"reciprocal"
"sidaama"		"direction"	"dirAT"
"sidaama"		"direction"	"dirFROM"
"sidaama"		"direction"	"dirTO"
"sidaama"		"gender"	"f"
"sidaama"		"gender"	"m"
"sidaama"		"gender"	"⊤"
"sidaama"		"interrClass"	"what"
"sidaama"		"interrClass"	"when"
"sidaama"		"interrClass"	"where"
"sidaama"		"interrClass"	"which"
"sidaama"		"interrClass"	"who"
"sidaama"		"lang"	"sidaama"
"sidaama"		"middleClass"	"case-iii"
"sidaama"		"middleClass"	"case-v"
"sidaama"		"middleClass"	"case-vi"
"sidaama"		"middleClass"	"⊤"
"sidaama"		"ns#type"	"Term"
"sidaama"		"ns#type"	"lexid"
"sidaama"		"number"	"pl"
"sidaama"		"number"	"sg"
"sidaama"		"number"	"⊤"
"sidaama"		"passiveReciprocalClass"	"A"
"sidaama"		"passiveReciprocalClass"	"B"
"sidaama"		"passiveReciprocalClass"	"case-FN40"
"sidaama"		"passiveReciprocalClass"	"case-i"
"sidaama"		"pdgmLexLabel"	"haishsh"
"sidaama"		"pdgmLexLabel"	"hank"
"sidaama"		"pdgmLexLabel"	"it"
"sidaama"		"pdgmType"	"compound"
"sidaama"		"pdgmType"	"structure"
"sidaama"		"person"	"p1"
"sidaama"		"person"	"p2"
"sidaama"		"person"	"p3"
"sidaama"		"person"	"⊤"
"sidaama"		"polarity"	"affirmative"
"sidaama"		"polarity"	"negative"
"sidaama"		"pos"	"pronoun"
"sidaama"		"pos"	"verb"
"sidaama"		"posClass"	"adnominal"
"sidaama"		"posClass"	"adverb"
"sidaama"		"posClass"	"proInd"
"sidaama"		"proClass"	"demAdnom"
"sidaama"		"proClass"	"demAdv"
"sidaama"		"proClass"	"demAreaAdnom"
"sidaama"		"proClass"	"demSpec"
"sidaama"		"proClass"	"demSpecAdv"
"sidaama"		"proClass"	"demonstrative"
"sidaama"		"proClass"	"independent"
"sidaama"		"proClass"	"interrogative"
"sidaama"		"proClass"	"objSuff"
"sidaama"		"proClass"	"reflPoss"
"sidaama"		"tam"	"connective"
"sidaama"		"tam"	"continuous"
"sidaama"		"tam"	"imperative"
"sidaama"		"tam"	"imperfect"
"sidaama"		"tam"	"infinitiveConj"
"sidaama"		"tam"	"infinitiveConn"
"sidaama"		"tam"	"infinitiveSub"
"sidaama"		"tam"	"optative"
"sidaama"		"tam"	"presentPerfect"
"sidaama"		"tam"	"presentProgressive"
"sidaama"		"tam"	"simplePerfect"
"sidaama"		"verbMorphClass"	"dervStem"
"sidaama"		"verbMorphClass"	"existence"
"sidaama"		"verbMorphClass"	"persNumTenseSuff"
"sidaama"		"verbMorphClass"	"subjMarkerConnConj"
"sidaama"		"verbMorphClass"	"subjMarkerInfinSub"
"sidaama"		"verbMorphClass"	"subjMarkerMain"
"sidaama"		"verbMorphClass"	"suffStructure"
"sidaama"		"verbMorphClass"	"tensePersNumGenTemplate"
"sidaama"		"verbMorphClass"	"verbNegation"
"somali"	"standard"	"case"	"nominative"
"somali"	"standard"	"case"	"object"
"somali"	"standard"	"clauseCase"	"absolutive"
"somali"	"standard"	"clauseCase"	"subject"
"somali"	"standard"	"clauseType"	""
"somali"	"standard"	"clauseType"	"full"
"somali"	"standard"	"clauseType"	"fullReducedVariant"
"somali"	"standard"	"clauseType"	"main"
"somali"	"standard"	"clauseType"	"reduced"
"somali"	"standard"	"clauseType"	"subordinate"
"somali"	"standard"	"clauseType"	"subordinateVariant"
"somali"	"standard"	"conjClass"	"prefix"
"somali"	"standard"	"conjClass"	"suffix"
"somali"	"standard"	"conjSubClass"	"C1"
"somali"	"standard"	"conjSubClass"	"C2A"
"somali"	"standard"	"conjSubClass"	"C2B"
"somali"	"standard"	"conjSubClass"	"C3A"
"somali"	"standard"	"conjSubClass"	"C3B"
"somali"	"standard"	"conjSubClass"	"⊤"
"somali"	"standard"	"conjSubType"	"subClass1"
"somali"	"standard"	"conjSubType"	"subClass2"
"somali"	"standard"	"gender"	""
"somali"	"standard"	"gender"	"f"
"somali"	"standard"	"gender"	"invariable"
"somali"	"standard"	"gender"	"m"
"somali"	"standard"	"gender"	"⊤"
"somali"	"standard"	"genderPoss"	"f"
"somali"	"standard"	"genderPoss"	"m"
"somali"	"standard"	"lang"	"dhaasanac"
"somali"	"standard"	"lang"	"somali"
"somali"	"standard"	"langVar"	"standard"
"somali"	"standard"	"nonFiniteForm"	"infinitive"
"somali"	"standard"	"ns#type"	"Term"
"somali"	"standard"	"ns#type"	"lexid"
"somali"	"standard"	"numPersGender"	"invariable"
"somali"	"standard"	"number"	"invariable"
"somali"	"standard"	"number"	"pl"
"somali"	"standard"	"number"	"sg"
"somali"	"standard"	"number"	"⊤"
"somali"	"standard"	"numberPersonGender"	""
"somali"	"standard"	"numberPersonGender"	"⊤"
"somali"	"standard"	"pdgmSubType"	"pastInvar"
"somali"	"standard"	"pdgmType"	"comparative"
"somali"	"standard"	"pdgmType"	"compound"
"somali"	"standard"	"pdgmType"	"structure"
"somali"	"standard"	"person"	"invariable"
"somali"	"standard"	"person"	"p1"
"somali"	"standard"	"person"	"p1ex"
"somali"	"standard"	"person"	"p1in"
"somali"	"standard"	"person"	"p2"
"somali"	"standard"	"person"	"p3"
"somali"	"standard"	"person"	"⊤"
"somali"	"standard"	"pngShapeClass"	""
"somali"	"standard"	"pngShapeClass"	"⊤"
"somali"	"standard"	"polarity"	"affirmative"
"somali"	"standard"	"polarity"	"negative"
"somali"	"standard"	"polarity"	"negative2"
"somali"	"standard"	"pos"	"pronoun"
"somali"	"standard"	"pos"	"verb"
"somali"	"standard"	"prefix"	""
"somali"	"standard"	"proClass"	"independent"
"somali"	"standard"	"proClass"	"objClitic"
"somali"	"standard"	"proClass"	"possessive"
"somali"	"standard"	"proClass"	"subjClit"
"somali"	"standard"	"subConj"	"C1"
"somali"	"standard"	"subConj"	"C3B"
"somali"	"standard"	"tam"	"conditional"
"somali"	"standard"	"tam"	"future"
"somali"	"standard"	"tam"	"imperative"
"somali"	"standard"	"tam"	"optative"
"somali"	"standard"	"tam"	"past"
"somali"	"standard"	"tam"	"pastGeneral"
"somali"	"standard"	"tam"	"pastHabitual"
"somali"	"standard"	"tam"	"pastIndependent"
"somali"	"standard"	"tam"	"pastProgressive"
"somali"	"standard"	"tam"	"potential"
"somali"	"standard"	"tam"	"presentGeneral"
"somali"	"standard"	"tam"	"presentProgressive"
"somali"	"standard"	"tam"	"presentProgressive2"
"syriac"		"case"	"accusative"
"syriac"		"case"	"genitive"
"syriac"		"deixis"	"far"
"syriac"		"deixis"	"near"
"syriac"		"gender"	"f"
"syriac"		"gender"	"m"
"syriac"		"gender"	"⊤"
"syriac"		"lang"	"syriac"
"syriac"		"ns#type"	"Term"
"syriac"		"numHead"	"pl"
"syriac"		"numHead"	"sg"
"syriac"		"number"	"pl"
"syriac"		"number"	"sg"
"syriac"		"person"	"p1"
"syriac"		"person"	"p2"
"syriac"		"person"	"p3"
"syriac"		"pos"	"pronoun"
"syriac"		"proClass"	"demonstrative"
"syriac"		"proClass"	"independent"
"syriac"		"proClass"	"objCliticImprtv"
"syriac"		"proClass"	"possClitic"
"tsamakko"		"case"	"comitative"
"tsamakko"		"case"	"dative"
"tsamakko"		"case"	"directive"
"tsamakko"		"case"	"locative"
"tsamakko"		"case"	"obj-ka"
"tsamakko"		"case"	"object"
"tsamakko"		"case"	"subject"
"tsamakko"		"categ"	"diff"
"tsamakko"		"categ"	"interrGen"
"tsamakko"		"categ"	"interrWh"
"tsamakko"		"conjClass"	"conjA"
"tsamakko"		"conjClass"	"conjB"
"tsamakko"		"conjClass"	"⊤"
"tsamakko"		"defMarker"	"aClass"
"tsamakko"		"defMarker"	"ssaClass"
"tsamakko"		"defMarker"	"sseClass"
"tsamakko"		"deixis"	"distal"
"tsamakko"		"deixis"	"distal2"
"tsamakko"		"deixis"	"proximal"
"tsamakko"		"deixis"	"proximal2"
"tsamakko"		"dervStem"	"causative1"
"tsamakko"		"dervStem"	"causative2"
"tsamakko"		"dervStem"	"generic"
"tsamakko"		"dervStem"	"inceptive"
"tsamakko"		"dervStem"	"middle"
"tsamakko"		"dervStem"	"normal"
"tsamakko"		"dervStem"	"o-assim"
"tsamakko"		"dervStem"	"passive"
"tsamakko"		"dervStem"	"verbaliser"
"tsamakko"		"gender"	"f"
"tsamakko"		"gender"	"m"
"tsamakko"		"gender"	"⊤"
"tsamakko"		"genderObj"	"f"
"tsamakko"		"genderObj"	"m"
"tsamakko"		"genderObj"	"⊤"
"tsamakko"		"lang"	"tsamakko"
"tsamakko"		"ns#type"	"Term"
"tsamakko"		"ns#type"	"lexid"
"tsamakko"		"numObj"	"pl"
"tsamakko"		"numObj"	"sg"
"tsamakko"		"number"	"pl"
"tsamakko"		"number"	"sg"
"tsamakko"		"number"	"⊤"
"tsamakko"		"pdgmLexLabel"	"ooy"
"tsamakko"		"person"	"p1"
"tsamakko"		"person"	"p2"
"tsamakko"		"person"	"p3"
"tsamakko"		"polarity"	"affirmative"
"tsamakko"		"polarity"	"negative"
"tsamakko"		"polarity"	"subordinate"
"tsamakko"		"polarity"	"⊤"
"tsamakko"		"pos"	"pronoun"
"tsamakko"		"pos"	"verb"
"tsamakko"		"proClass"	"defMarker"
"tsamakko"		"proClass"	"demonstrative"
"tsamakko"		"proClass"	"independent"
"tsamakko"		"proClass"	"interrogativeDiff"
"tsamakko"		"proClass"	"locative"
"tsamakko"		"proClass"	"possInd"
"tsamakko"		"proClass"	"possSuff"
"tsamakko"		"proClass"	"proParticle"
"tsamakko"		"stemShape"	"CVC"
"tsamakko"		"stemShape"	"CVC-VC"
"tsamakko"		"stemShape"	"CVCVC"
"tsamakko"		"stemShape"	"CVVC"
"tsamakko"		"suffSet"	"suffSet1"
"tsamakko"		"suffSet"	"suffSet2"
"tsamakko"		"suffSet"	"suffSet3"
"tsamakko"		"suffSet"	"suffSet4"
"tsamakko"		"suffSet"	"suffSet5"
"tsamakko"		"tam"	"aorist"
"tsamakko"		"tam"	"consecutive"
"tsamakko"		"tam"	"future"
"tsamakko"		"tam"	"imperative"
"tsamakko"		"tam"	"imperfect"
"tsamakko"		"tam"	"jussive"
"tsamakko"		"tam"	"nonPast"
"tsamakko"		"tam"	"past"
"tsamakko"		"verbMorphClass"	"conjA-conjBComparison"
"tsamakko"		"verbMorphClass"	"dervStemFormation"
"tsamakko"		"verbMorphClass"	"proSuff"
"tsamakko"		"verbMorphClass"	"subjMarkers"
"tsamakko"		"verbMorphClass"	"tenseSuffSets"
"wolaytta"		"case"	"ablative"
"wolaytta"		"case"	"absolutive"
"wolaytta"		"case"	"comitative"
"wolaytta"		"case"	"dative"
"wolaytta"		"case"	"directive"
"wolaytta"		"case"	"genitive"
"wolaytta"		"case"	"locative"
"wolaytta"		"case"	"object"
"wolaytta"		"case"	"subject"
"wolaytta"		"complement"	"compound"
"wolaytta"		"complement"	"simple"
"wolaytta"		"dervStem"	"causative"
"wolaytta"		"dervStem"	"causative_causative-1"
"wolaytta"		"dervStem"	"causative_causative-2"
"wolaytta"		"dervStem"	"causative_iterative"
"wolaytta"		"dervStem"	"causative_iterative_causative"
"wolaytta"		"dervStem"	"causative_passive"
"wolaytta"		"dervStem"	"denominativeFromNClass1"
"wolaytta"		"dervStem"	"denominativeFromNClass2"
"wolaytta"		"dervStem"	"denominativeFromNClass3"
"wolaytta"		"dervStem"	"iterative"
"wolaytta"		"dervStem"	"iterative_causative"
"wolaytta"		"dervStem"	"passive"
"wolaytta"		"dervStem"	"passive_causative"
"wolaytta"		"gender"	"f"
"wolaytta"		"gender"	"honorific"
"wolaytta"		"gender"	"m"
"wolaytta"		"gender"	"⊤"
"wolaytta"		"genderRef"	"f"
"wolaytta"		"genderRef"	"m"
"wolaytta"		"lang"	"wolaytta"
"wolaytta"		"mood"	"command"
"wolaytta"		"mood"	"desiderative"
"wolaytta"		"mood"	"gerund"
"wolaytta"		"mood"	"hypothetical"
"wolaytta"		"mood"	"indicative"
"wolaytta"		"mood"	"infinitive"
"wolaytta"		"mood"	"interrogative"
"wolaytta"		"mood"	"potential"
"wolaytta"		"mood"	"relative"
"wolaytta"		"mood"	"subjunctivepdgmLex"
"wolaytta"		"ns#type"	"Term"
"wolaytta"		"ns#type"	"lexid"
"wolaytta"		"number"	"honorific"
"wolaytta"		"number"	"pl"
"wolaytta"		"number"	"sg"
"wolaytta"		"number"	"⊤"
"wolaytta"		"person"	"p1"
"wolaytta"		"person"	"p2"
"wolaytta"		"person"	"p3"
"wolaytta"		"person"	"⊤"
"wolaytta"		"polarity"	"affirmative"
"wolaytta"		"polarity"	"negative"
"wolaytta"		"pos"	"pronoun"
"wolaytta"		"pos"	"verb"
"wolaytta"		"proClass"	"indepCase"
"wolaytta"		"proClass"	"independent"
"wolaytta"		"proClass"	"possAdj"
"wolaytta"		"proClass"	"possNoun"
"wolaytta"		"tam"	"U"
"wolaytta"		"tam"	"aorist"
"wolaytta"		"tam"	"aoristIngressive"
"wolaytta"		"tam"	"aoristProgressive"
"wolaytta"		"tam"	"future"
"wolaytta"		"tam"	"futureProgressive"
"wolaytta"		"tam"	"imperfect"
"wolaytta"		"tam"	"jussive"
"wolaytta"		"tam"	"past"
"wolaytta"		"tam"	"pastDubitative"
"wolaytta"		"tam"	"pastIngressive"
"wolaytta"		"tam"	"perfect"
"wolaytta"		"tam"	"present"
"wolaytta"		"tam"	"presentIngressive"
"wolaytta"		"tam"	"⊤"
"wolaytta"		"vClass"	"aux"
"wolaytta"		"verbMorphClass"	"dervStem"
"wolaytta"		"verbMorphClass"	"monoradical"
"yaaku"		"aspect"	"U"
"yaaku"		"aspect"	"definite"
"yaaku"		"aspect"	"indefinite"
"yaaku"		"aspect"	"⊤"
"yaaku"		"case"	"indirect"
"yaaku"		"case"	"objectGeneral"
"yaaku"		"case"	"objectWInitial"
"yaaku"		"case"	"subject"
"yaaku"		"conjClass"	"adjInterr"
"yaaku"		"conjClass"	"adjective"
"yaaku"		"conjClass"	"demFar"
"yaaku"		"conjClass"	"demNear"
"yaaku"		"conjClass"	"demRef"
"yaaku"		"conjClass"	"formSet1"
"yaaku"		"conjClass"	"formSet2"
"yaaku"		"conjClass"	"formSet3"
"yaaku"		"conjClass"	"formSet4"
"yaaku"		"conjClass"	"formSet5"
"yaaku"		"conjClass"	"invariable"
"yaaku"		"conjClass"	"possNom"
"yaaku"		"conjClass"	"possPro"
"yaaku"		"conjClass"	"relative"
"yaaku"		"conjClass"	"verb"
"yaaku"		"conjClass"	"⊤"
"yaaku"		"copForm"	"copA"
"yaaku"		"copForm"	"copB"
"yaaku"		"dervStem"	"base"
"yaaku"		"dervStem"	"benefactive"
"yaaku"		"dervStem"	"causative"
"yaaku"		"dervStem"	"habitualPartialReduplication"
"yaaku"		"dervStem"	"habitualTotalReduplication"
"yaaku"		"dervStem"	"intransitive"
"yaaku"		"dervStem"	"ventive"
"yaaku"		"gender"	"f"
"yaaku"		"gender"	"m"
"yaaku"		"gender"	"⊤"
"yaaku"		"headNoun"	"deleted"
"yaaku"		"headNoun"	"present"
"yaaku"		"lang"	"yaaku"
"yaaku"		"ns#type"	"Term"
"yaaku"		"ns#type"	"lexid"
"yaaku"		"number"	"indefinite"
"yaaku"		"number"	"pl"
"yaaku"		"number"	"sg"
"yaaku"		"pdgmLexLabel"	"ke"
"yaaku"		"person"	"p1"
"yaaku"		"person"	"p2"
"yaaku"		"person"	"p3"
"yaaku"		"person"	"⊤"
"yaaku"		"polarity"	"affirmative"
"yaaku"		"polarity"	"negative"
"yaaku"		"pos"	"noun"
"yaaku"		"pos"	"pronoun"
"yaaku"		"pos"	"verb"
"yaaku"		"proClass"	"agreementMarker"
"yaaku"		"proClass"	"demonstrative"
"yaaku"		"proClass"	"independent"
"yaaku"		"proClass"	"possExx"
"yaaku"		"proClass"	"possessive"
"yaaku"		"tam"	"future"
"yaaku"		"tam"	"imperative"
"yaaku"		"tam"	"past"
"yaaku"		"tam"	"pastProgressive"
"yaaku"		"tam"	"perfect"
"yaaku"		"tam"	"present"
"yaaku"		"verbMorphClass"	"compound"
"yaaku"		"verbMorphClass"	"copLoc"
"yaaku"		"verbMorphClass"	"copula"
"yaaku"		"verbMorphClass"	"dervStem"
"yaaku"		"verbMorphClass"	"have"
"yaaku"		"verbMorphClass"	"proAgreement"
"yaaku"		"verbMorphClass"	"subjPref"
"yaaku"		"verbMorphClass"	"subjSuff"
"yaaku"		"verbMorphClass"	"tenseAspectMoodPref"
"yemsa"		"case"	"ablative"
"yemsa"		"case"	"absolutive"
"yemsa"		"case"	"comitative"
"yemsa"		"case"	"dative"
"yemsa"		"case"	"directive"
"yemsa"		"case"	"exit"
"yemsa"		"case"	"genitive"
"yemsa"		"case"	"iness"
"yemsa"		"case"	"locative"
"yemsa"		"case"	"object"
"yemsa"		"case"	"subject"
"yemsa"		"conjClass"	"conj1"
"yemsa"		"conjClass"	"conj2"
"yemsa"		"conjClass"	"conj2a"
"yemsa"		"conjClass"	"conj3"
"yemsa"		"conjClass"	"conj3a"
"yemsa"		"conjClass"	"conj3b"
"yemsa"		"dervStem"	"causative"
"yemsa"		"dervStem"	"habitual"
"yemsa"		"dervStem"	"iterative"
"yemsa"		"dervStem"	"passive"
"yemsa"		"gender"	"f"
"yemsa"		"gender"	"honorific"
"yemsa"		"gender"	"m"
"yemsa"		"gender"	"⊤"
"yemsa"		"lang"	"yemsa"
"yemsa"		"mood"	"command"
"yemsa"		"mood"	"conditional"
"yemsa"		"mood"	"desiderative"
"yemsa"		"mood"	"gerund"
"yemsa"		"mood"	"indicative"
"yemsa"		"mood"	"non-finite"
"yemsa"		"mood"	"potential"
"yemsa"		"ns#type"	"Term"
"yemsa"		"ns#type"	"lexid"
"yemsa"		"number"	"pl"
"yemsa"		"number"	"sg"
"yemsa"		"number"	"⊤"
"yemsa"		"person"	"p1"
"yemsa"		"person"	"p2"
"yemsa"		"person"	"p3"
"yemsa"		"person"	"⊤"
"yemsa"		"polarity"	"affirmative"
"yemsa"		"polarity"	"negative"
"yemsa"		"pos"	"pronoun"
"yemsa"		"pos"	"verb"
"yemsa"		"proClass"	"independent"
"yemsa"		"proClass"	"possAdj"
"yemsa"		"proClass"	"possSuff"
"yemsa"		"proClass"	"possessive"
"yemsa"		"tam"	"cond1"
"yemsa"		"tam"	"cond2"
"yemsa"		"tam"	"des1"
"yemsa"		"tam"	"des2"
"yemsa"		"tam"	"desiderative"
"yemsa"		"tam"	"future"
"yemsa"		"tam"	"futureIngressive"
"yemsa"		"tam"	"futurePerfect"
"yemsa"		"tam"	"futureProgressive"
"yemsa"		"tam"	"futurePunctual"
"yemsa"		"tam"	"futurePunctualSub"
"yemsa"		"tam"	"gerPres"
"yemsa"		"tam"	"gerPret"
"yemsa"		"tam"	"gerund"
"yemsa"		"tam"	"imperative"
"yemsa"		"tam"	"imperfect"
"yemsa"		"tam"	"infinitive"
"yemsa"		"tam"	"irrealis"
"yemsa"		"tam"	"jussive"
"yemsa"		"tam"	"perfect"
"yemsa"		"tam"	"potential"
"yemsa"		"tam"	"present"
"yemsa"		"tam"	"presentHabitual"
"yemsa"		"tam"	"presentIngressive"
"yemsa"		"tam"	"presentProgressive"
"yemsa"		"tam"	"presentPunctual"
"yemsa"		"tam"	"preterite"
"yemsa"		"tam"	"preteriteDubitative"
"yemsa"		"tam"	"preteriteEgressive"
"yemsa"		"tam"	"preteriteHabitual"
"yemsa"		"tam"	"preteriteIngressive"
"yemsa"		"tam"	"preteriteProgressive"
"yemsa"		"tam"	"subordinate"
"yemsa"		"tam"	"vNoun"
"yemsa"		"templ"	"monosyllabic"
"yemsa"		"verbMorphClass"	"conjPattern"
"yemsa"		"verbMorphClass"	"dervStem"
"yemsa"		"verbMorphClass"	"monosyll"
"yemsa"		"verbMorphClass"	"proSuff"
"yemsa"		"verbMorphClass"	"tenseFormation"
